# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-SNAPSHOT

ffa.lobby, location, 8605776F726C6480FF0000000181046E616D65208003464641017809403ECE92385E9198017909403C000000000000017A09C085E07C1DEAAEB40570697463680840D915A1037961770843850098
ffa.slot.0.axeltwc, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.slot.0.ileakspvp, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.slot.0.theslimejunior, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.slot.1.axeltwc, itemstack, 810576616C75652080B776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20494E4B5F5341434B0A202064616D6167653A2031300A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137355C7861376C506C61796572205669736962696C697479202D205C786137614F4E220A
ffa.slot.1.ileakspvp, itemstack, 810576616C75652080B776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20494E4B5F5341434B0A202064616D6167653A2031300A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137355C7861376C506C61796572205669736962696C697479202D205C786137614F4E220A
ffa.slot.1.theslimejunior, itemstack, 810576616C75652080B776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20494E4B5F5341434B0A202064616D6167653A2031300A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137355C7861376C506C61796572205669736962696C697479202D205C786137614F4E220A
ffa.slot.10.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.10.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.10.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.11.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.11.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.11.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.12.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.12.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.12.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.13.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.13.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.13.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.14.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.14.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.14.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.15.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.15.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.15.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.16.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.16.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.16.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.17.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.17.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.17.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.18.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.18.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.18.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.19.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.19.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.19.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.2.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.2.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.2.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.20.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.20.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.20.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.21.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.21.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.21.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.22.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.22.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.22.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.23.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.23.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.23.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.24.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.24.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.24.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.25.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.25.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.25.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.26.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.26.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.26.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.27.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.27.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.27.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.28.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.28.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.28.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.29.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.29.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.29.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.3.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.3.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.3.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.30.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.30.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.30.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.31.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.31.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.31.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.32.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.32.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.32.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.33.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.33.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.33.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.34.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.34.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.34.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.35.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.35.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.35.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.4.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.4.ileakspvp, itemstack, 810576616C75652080C376616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2043484553540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A2054494C455F454E544954590A20202020646973706C61792D6E616D653A20225C78613761436F6C65637469626C6573205C7861373728436C6971756520457371756572646F29220A20202020626C6F636B4D6174657269616C3A2043484553540A
ffa.slot.4.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.5.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.5.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.5.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.6.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.6.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.6.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.7.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.7.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.7.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.8.axeltwc, itemstack, 810576616C756520811C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20454E4445525F43484553540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137615C7861376C436F736D6574696373205C786137635C7861376C5634220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F20746F20736565206F7572220A202020202D20225C7861376173657276657220636F736D65746963732E220A
ffa.slot.8.ileakspvp, itemstack, 810576616C756520810F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20454E4445525F43484553540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137615C7861376C436F736D6574696373220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F20746F20736565206F7572220A202020202D20225C7861376173657276657220636F736D65746963732E220A
ffa.slot.8.theslimejunior, itemstack, 810576616C756520811C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A20454E4445525F43484553540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137615C7861376C436F736D6574696373205C786137635C7861376C5634220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F20746F20736565206F7572220A202020202D20225C7861376173657276657220636F736D65746963732E220A
ffa.slot.9.axeltwc, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.9.ileakspvp, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot.9.theslimejunior, itemstack, 810576616C756520803876616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204149520A
ffa.slot0.axeltwc, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.slot0.ileakspvp, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.slot0.theslimejunior, itemstack, 810576616C75652080EF76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2057415443480A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137325C7861376C4E617669676174696F6E220A202020206C6F72653A0A202020202D20225C78613761526967687420636C69636B20776974682074686973206974656D220A202020202D20225C78613761696E2068616E6420746F206A6F696E2061207365727665722E220A
ffa.spawn.builduhc, location, 8605776F726C6480FF0000000181046E616D65208003464641017809402D704BE4947CBE0179094026000000000000017A09C06274A6CDF7B44805706974636808C02DE75403796177084334C5B8
ffa.spawn.combo, location, 8605776F726C6480FF0000000181046E616D65208003464641017809403D9CE7E7DF95D501790940443D119AC403E9017A09C0802306E4C59BD30570697463680840D3A62903796177083F067800
ffa.spawn.normal, location, 8605776F726C6480FF0000000181046E616D652080034646410178093FF8FCAEBCBB96D6017909402A000000000000017A093FD3E08ACC08D20305706974636808BE2DE5BA0379617708C2A77388
ffa.spawn.sg, location, 8605776F726C6480FF0000000181046E616D65208003464641017809403FB9D42917600C01790940379A232A48099E017A09C07434434DE8920505706974636808BF839D2803796177083EFA1000
ffa.spawn.soup, location, 8605776F726C6480FF0000000181046E616D652080034646410178094036823FFD00AFCF017909403CC0DA981AA3F0017A09C086596E0370716C057069746368084198179E0379617708433538F8
ffa.streak.<none>, double, 4010000000000000
ffa.streak.axeltwc, long, 0000000000000000
ffa.streak.ileakspvp, long, 0000000000000000
ffa.streak.iproxydev, long, 0000000000000000
ffa.streak.theslimejunior, long, 0000000000000000
ffa.theslimejunior.leave, location, 8605776F726C6480FF0000000181046E616D652080074C696F6E48554201780940386635E7146E760179094050800000000000017A09402CDCC0C653F5AD05706974636808410CF56D037961770842C1D49B
ffa.theslimejunior.mode.builduhc, boolean, 00
ffameetup.boots.smexycps, itemstack, 810576616C75652080C976616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F424F4F54530A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202050524F54454354494F4E5F454E5649524F4E4D454E54414C3A20320A
ffameetup.chestplate.smexycps, itemstack, 810576616C75652080CB76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A2049524F4E5F4348455354504C4154450A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202050524F54454354494F4E5F454E5649524F4E4D454E54414C3A20330A
ffameetup.deaths.smexycps, long, 0000000000000000
ffameetup.deaths.smexycps.builduhc, long, 0000000000000000
ffameetup.deaths.smexycps.combo, long, 0000000000000000
ffameetup.deaths.smexycps.normal, long, 0000000000000000
ffameetup.deaths.smexycps.sg, long, 0000000000000000
ffameetup.deaths.smexycps.soup, long, 0000000000000000
ffameetup.helmet.smexycps, itemstack, 810576616C75652080CA76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F48454C4D45540A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202050524F54454354494F4E5F454E5649524F4E4D454E54414C3A20320A
ffameetup.join.smexycps, boolean, 01
ffameetup.kills.smexycps, long, 0000000000000000
ffameetup.kills.smexycps.builduhc, long, 0000000000000000
ffameetup.kills.smexycps.combo, long, 0000000000000000
ffameetup.kills.smexycps.normal, long, 0000000000000000
ffameetup.kills.smexycps.sg, long, 0000000000000000
ffameetup.kills.smexycps.soup, long, 0000000000000000
ffameetup.leggings.smexycps, itemstack, 810576616C75652080CC76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020747970653A204449414D4F4E445F4C454747494E47530A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20225C786137624B69742072616E646F6D220A20202020656E6368616E74733A0A20202020202050524F54454354494F4E5F454E5649524F4E4D454E54414C3A20320A
